plasma_source,material,nozzle,thickness,gauge,cut_height,pierce_height,pierce_delay,current,feed,volts,kerf_width,metric,quality
Powermax 85,Mild Steel,Standard,,25 mm,0.06,0,0,85,17.71653543,141,0.118110236,1,Production
Powermax 85,Mild Steel,Standard,,30 mm,0.06,0,0,85,11.81102362,144,0.118110236,1,Production
Powermax 85,Mild Steel,Standard,,3 mm,0.06,0.149606,0.1,85,267.7165354,122,0.05511811,1,High Quality
Powermax 85,Mild Steel,Standard,,4 mm,0.06,0.149606,0.2,85,222.4409449,122,0.059055118,1,High Quality
Powermax 85,Mild Steel,Standard,,6 mm,0.06,0.149606,0.5,85,141.7322835,123,0.059055118,1,High Quality
Powermax 85,Mild Steel,Standard,,8 mm,0.06,0.149606,0.5,85,98.42519685,125,0.066929134,1,High Quality
Powermax 85,Mild Steel,Standard,,10 mm,0.06,0.149606,0.5,85,66.14173228,127,0.070866142,1,High Quality
Powermax 85,Mild Steel,Standard,,12 mm,0.06,0.177165,0.7,85,50.39370079,130,0.07480315,1,High Quality
Powermax 85,Mild Steel,Standard,,16 mm,0.06,0.177165,1,85,34.2519685,134,0.082677165,1,High Quality
Powermax 85,Mild Steel,Standard,,20 mm,0.06,0.23622,1.5,85,22.44094488,137,0.090551181,1,High Quality
Powermax 85,Mild Steel,Standard,,25 mm,0.06,0,0,85,13.77952756,142,0.118110236,1,High Quality
Powermax 85,Mild Steel,Standard,,30 mm,0.06,0,0,85,7.874015748,146,0.118110236,1,High Quality
Powermax 65,Mild Steel,FineCut,0.0179,26 GA,0.06,0.15,0,30,150,70,0.026,0,Low Speed
Powermax 65,Mild Steel,FineCut,0.0239,24 GA,0.06,0.15,0,30,150,68,0.024,0,Low Speed
Powermax 65,Mild Steel,FineCut,0.0239,22 GA,0.06,0.15,0.1,30,150,70,0.025,0,Low Speed
Powermax 65,Mild Steel,FineCut,0.0359,20 GA,0.06,0.15,0.1,30,150,71,0.025,0,Low Speed
Powermax 65,Mild Steel,FineCut,0.0478,18 GA,0.06,0.15,0.2,40,150,73,0.031,0,Low Speed
Powermax 65,Mild Steel,FineCut,0.0598,16 GA,0.06,0.15,0.4,40,150,75,0.029,0,Low Speed
Powermax 65,Mild Steel,FineCut,0.0747,14 GA,0.06,0.15,0.4,40,150,76,0.027,0,Low Speed
Powermax 65,Mild Steel,FineCut,0.1046,12 GA,0.06,0.15,0.5,45,120,78,0.052,0,Low Speed
Powermax 65,Mild Steel,FineCut,0.1345,10 GA,0.06,0.15,0.5,45,95,78,0.051,0,Low Speed
Powermax 65,Mild Steel,FineCut,,0.5 mm,0.06,0.15,0,30,149.6062992,69,0.023622047,1,Low Speed
Powermax 65,Mild Steel,FineCut,,0.6 mm,0.06,0.15,0,30,149.6062992,68,0.023622047,1,Low Speed
Powermax 65,Mild Steel,FineCut,,0.8 mm,0.06,0.15,0.1,30,149.6062992,70,0.023622047,1,Low Speed
Powermax 65,Mild Steel,FineCut,,1 mm,0.06,0.15,0.2,40,149.6062992,72,0.031496063,1,Low Speed
Powermax 65,Mild Steel,FineCut,,1.5 mm,0.06,0.15,0.4,40,149.6062992,75,0.031496063,1,Low Speed
Powermax 65,Mild Steel,FineCut,,2 mm,0.06,0.15,0.4,40,145.6692913,76,0.027559055,1,Low Speed
Powermax 65,Mild Steel,FineCut,,3 mm,0.06,0.15,0.5,45,108.2677165,78,0.051181102,1,Low Speed
Powermax 65,Mild Steel,FineCut,,4 mm,0.06,0.15,0.6,45,74.80314961,78,0.059055118,1,Low Speed
Powermax 85,Mild Steel,FineCut,0.0179,26 GA,0.06,0.15,0,30,150,70,0.026,0,Low Speed
Powermax 85,Mild Steel,FineCut,0.0239,24 GA,0.06,0.15,0,30,150,68,0.024,0,Low Speed
Powermax 85,Mild Steel,FineCut,0.0239,22 GA,0.06,0.15,0.1,30,150,70,0.025,0,Low Speed
Powermax 85,Mild Steel,FineCut,0.0359,20 GA,0.06,0.15,0.1,30,150,71,0.025,0,Low Speed
Powermax 85,Mild Steel,FineCut,0.0478,18 GA,0.06,0.15,0.2,40,150,73,0.031,0,Low Speed
Powermax 85,Mild Steel,FineCut,0.0598,16 GA,0.06,0.15,0.4,40,150,75,0.029,0,Low Speed
Powermax 85,Mild Steel,FineCut,0.0747,14 GA,0.06,0.15,0.4,40,150,76,0.027,0,Low Speed
Powermax 85,Mild Steel,FineCut,0.1046,12 GA,0.06,0.15,0.5,45,120,78,0.052,0,Low Speed
Powermax 85,Mild Steel,FineCut,0.1345,10 GA,0.06,0.15,0.5,45,95,78,0.051,0,Low Speed
Powermax 85,Mild Steel,FineCut,,0.5 mm,0.06,0.15,0,30,149.6062992,69,0.023622047,1,Low Speed
Powermax 85,Mild Steel,FineCut,,0.6 mm,0.06,0.15,0,30,149.6062992,68,0.023622047,1,Low Speed
Powermax 85,Mild Steel,FineCut,,0.8 mm,0.06,0.15,0.1,30,149.6062992,70,0.023622047,1,Low Speed
Powermax 85,Mild Steel,FineCut,,1 mm,0.06,0.15,0.2,40,149.6062992,72,0.031496063,1,Low Speed
Powermax 85,Mild Steel,FineCut,,1.5 mm,0.06,0.15,0.4,40,149.6062992,75,0.031496063,1,Low Speed
Powermax 85,Mild Steel,FineCut,,2 mm,0.06,0.15,0.4,40,145.6692913,76,0.027559055,1,Low Speed
Powermax 85,Mild Steel,FineCut,,3 mm,0.06,0.15,0.5,45,108.2677165,78,0.051181102,1,Low Speed
Powermax 85,Mild Steel,FineCut,,4 mm,0.06,0.15,0.6,45,74.80314961,78,0.059055118,1,Low Speed
Powermax 85 SYNC,Mild Steel,Standard,,3 mm,0.125984252,0.149606299,0,85,377.1653543,131,0.059055118,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,4 mm,0.125984252,0.149606299,0.2,85,281.1023622,132,0.066929134,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,6 mm,0.125984252,0.149606299,0.2,85,166.1417323,134,0.07480315,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,8 mm,0.125984252,0.149606299,0.5,85,111.023622,135,0.082677165,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,10 mm,0.125984252,0.188976378,0.5,85,79.92125984,137,0.090551181,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,12 mm,0.125984252,0.188976378,0.5,85,59.84251969,138,0.094488189,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,16 mm,0.125984252,0.188976378,1,85,38.18897638,142,0.102362205,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,20 mm,0.125984252,0.251968504,1.5,85,25.98425197,145,0.110236221,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,25 mm,0.125984252,0,0,85,16.92913386,150,0.118110236,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,30 mm,0.125984252,0,0,85,11.81102362,155,0.133858268,1,Production
Powermax 85 SYNC,Mild Steel,Standard,,3 mm,0.125984252,0.149606299,0,85,272.8346457,134,0.059055118,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,4 mm,0.125984252,0.149606299,0.2,85,218.8976378,134,0.066929134,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,6 mm,0.125984252,0.149606299,0.2,85,140.1574803,135,0.07480315,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,8 mm,0.125984252,0.149606299,0.5,85,92.91338583,136,0.082677165,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,10 mm,0.125984252,0.188976378,0.5,85,64.17322835,137,0.090551181,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,12 mm,0.125984252,0.188976378,0.5,85,48.81889764,138,0.094488189,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,16 mm,0.125984252,0.188976378,1,85,33.07086614,142,0.102362205,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,20 mm,0.125984252,0.251968504,1.5,85,22.83464567,147,0.110236221,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,25 mm,0.125984252,0,0,85,14.17322835,153,0.118110236,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,30 mm,0.125984252,0,0,85,7.874015748,159,0.133858268,1,High Quality
Powermax 85 SYNC,Mild Steel,Standard,0.1345,10 GA,0.125,0.15,0.2,85,334,132,0.063,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,"3/16""",0.125,0.15,0.2,85,226,133,0.07,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,"1/4""",0.125,0.15,0.5,85,153,134,0.077,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,"3/8""",0.125,0.15,0.5,85,86,136,0.088,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,"1/2""",0.125,0.188,0.5,85,55,139,0.096,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,"5/8""",0.125,0.188,1,85,39,142,0.103,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,"3/4""",0.125,0.25,1.5,85,28,144,0.108,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,"7/8""",0.125,0,0,85,22,147,0.114,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,"1""",0.125,0,0,85,17,150,0.12,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,1-1/8”,0.125,0,0,85,13,153,0.128,0,Production
Powermax 85 SYNC,Mild Steel,Standard,,1-1/4”,0.125,0,0,85,10,157,0.139,0,Production
Powermax 85 SYNC,Mild Steel,Standard,0.1345,10 GA,0.125,0.15,0.2,85,250,134,0.063,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,"3/16""",0.125,0.15,0.2,85,185,134,0.07,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,"1/4""",0.125,0.15,0.5,85,130,135,0.077,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,"3/8""",0.125,0.15,0.5,85,70,136,0.088,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,"1/2""",0.125,0.188,0.5,85,46,139,0.096,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,"5/8""",0.125,0.188,1,85,34,142,0.103,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,"3/4""",0.125,0.25,1.5,85,25,146,0.108,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,"7/8""",0.125,0,0,85,19,150,0.114,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,"1""",0.125,0,0,85,13,153,0.12,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,1-1/8”,0.125,0,0,85,9,157,0.128,0,High Quality
Powermax 85 SYNC,Mild Steel,Standard,,1-1/4”,0.125,0,0,85,6,161,0.139,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,3 mm,0.125984252,0.149606299,0.1,65,246.0629921,132,0.051181102,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,4 mm,0.125984252,0.149606299,0.1,65,196.8503937,131,0.05511811,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,6 mm,0.125984252,0.149606299,0.2,65,125.984252,132,0.059055118,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,8 mm,0.125984252,0.149606299,0.5,65,83.85826772,133,0.066929134,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,10 mm,0.125984252,0.149606299,0.7,65,59.05511811,135,0.07480315,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,12 mm,0.125984252,0.149606299,1.2,65,44.09448819,137,0.078740158,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,16 mm,0.125984252,0.251968504,2,65,25.98425197,143,0.090551181,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,20 mm,0.125984252,0,0,65,16.92913386,148,0.098425197,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,25 mm,0.125984252,0,0,65,11.02362205,153,0.110236221,1,Production
Powermax 65 SYNC,Mild Steel,Standard,,3 mm,0.125984252,0.149606299,0.1,65,209.8425197,133,0.051181102,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,4 mm,0.125984252,0.149606299,0.1,65,166.1417323,133,0.05511811,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,6 mm,0.125984252,0.149606299,0.2,65,101.1811024,133,0.059055118,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,8 mm,0.125984252,0.149606299,0.5,65,61.02362205,135,0.066929134,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,10 mm,0.125984252,0.149606299,0.7,65,40.94488189,137,0.07480315,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,12 mm,0.125984252,0.149606299,1.2,65,33.07086614,139,0.078740158,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,16 mm,0.125984252,0.251968504,2,65,22.04724409,145,0.090551181,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,20 mm,0.125984252,0,0,65,14.96062992,151,0.098425197,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,25 mm,0.125984252,0,0,65,7.874015748,155,0.110236221,1,High Quality
Powermax 65 SYNC,Mild Steel,Standard,0.1345,10 GA,0.125,0.15,0.1,65,225,132,0.053,0,Production
Powermax 65 SYNC,Mild Steel,Standard,,"3/16""",0.125,0.15,0.2,65,166,131,0.057,0,Production
Powermax 65 SYNC,Mild Steel,Standard,,"1/4""",0.125,0.15,0.5,65,117,132,0.062,0,Production
Powermax 65 SYNC,Mild Steel,Standard,,"3/8""",0.125,0.15,0.7,65,64,134,0.072,0,Production
Powermax 65 SYNC,Mild Steel,Standard,,"1/2""",0.125,0.15,1.2,65,40,138,0.081,0,Production
Powermax 65 SYNC,Mild Steel,Standard,,"5/8""",0.125,0.25,2,65,27,143,0.089,0,Production
Powermax 65 SYNC,Mild Steel,Standard,,"3/4""",0.125,0,0,65,19,147,0.097,0,Production
Powermax 65 SYNC,Mild Steel,Standard,,"7/8""",0.125,0,0,65,14,151,0.104,0,Production
Powermax 65 SYNC,Mild Steel,Standard,,"1""",0.125,0,0,65,10,153,0.11,0,Production
Powermax 65 SYNC,Mild Steel,Standard,0.1345,10 GA,0.125,0.15,0.1,65,191,133,0.053,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,"3/16""",0.125,0.15,0.2,65,138,133,0.057,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,"1/4""",0.125,0.15,0.5,65,93,133,0.062,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,"3/8""",0.125,0.15,0.7,65,44,136,0.072,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,"1/2""",0.125,0.15,1.2,65,30,140,0.081,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,"5/8""",0.125,0.25,2,65,22,145,0.089,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,"3/4""",0.125,0,0,65,16,150,0.097,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,"7/8""",0.125,0,0,65,11,153,0.104,0,High Quality
Powermax 65 SYNC,Mild Steel,Standard,,"1""",0.125,0,0,65,8,155,0.11,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,6 mm,0.125984252,0.251968504,0.5,105,192.1259843,143,0.086614173,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,8 mm,0.125984252,0.251968504,0.5,105,146.8503937,144,0.090551181,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,10 mm,0.125984252,0.251968504,0.8,105,107.8740157,145,0.094488189,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,12 mm,0.125984252,0.251968504,0.8,105,81.88976378,146,0.098425197,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,16 mm,0.125984252,0.251968504,1,105,51.96850394,149,0.106299213,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,20 mm,0.125984252,0.251968504,1,105,37.00787402,152,0.110236221,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,25 mm,0.125984252,0,0,105,22.83464567,156,0.114173228,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,30 mm,0.125984252,0,0,105,16.14173228,161,0.12992126,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,32 mm,0.125984252,0,0,105,14.17322835,163,0.141732284,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,35 mm,0.125984252,0,0,105,11.81102362,166,0.157480315,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,40 mm,0.125984252,0,0,105,9.842519685,170,0.200787402,1,Production
Powermax 105 SYNC,Mild Steel,Standard,,6 mm,0.125984252,0.251968504,0.5,105,155.9055118,143,0.086614173,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,8 mm,0.125984252,0.251968504,0.5,105,118.8976378,144,0.090551181,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,10 mm,0.125984252,0.251968504,0.8,105,88.18897638,145,0.094488189,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,12 mm,0.125984252,0.251968504,0.8,105,66.92913386,146,0.098425197,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,16 mm,0.125984252,0.251968504,1,105,42.91338583,149,0.106299213,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,20 mm,0.125984252,0.251968504,1,105,31.1023622,153,0.110236221,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,25 mm,0.125984252,0,0,105,20.86614173,157,0.114173228,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,30 mm,0.125984252,0,0,105,14.96062992,162,0.12992126,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,32 mm,0.125984252,0,0,105,12.99212598,164,0.141732284,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,35 mm,0.125984252,0,0,105,11.02362205,167,0.157480315,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,40 mm,0.125984252,0,0,105,7.874015748,172,0.200787402,1,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,"1/4""",0.125,0.25,0.5,105,192,143,0.086,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,"3/8""",0.125,0.25,0.8,105,116,145,0.095,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,"1/2""",0.125,0.25,0.8,105,75,146,0.101,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,"5/8""",0.125,0.25,1,105,53,149,0.105,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,"3/4""",0.125,0.25,1,105,40,151,0.108,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,"7/8""",0.125,0.25,1.3,105,30,154,0.111,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,"1""",0.125,0,0,105,22,157,0.117,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,1-1/8”,0.125,0,0,105,18,160,0.126,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,1-1/4”,0.125,0,0,105,14,163,0.139,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,1-1/2”,0.125,0,0,105,10,168,0.183,0,Production
Powermax 105 SYNC,Mild Steel,Standard,,"1/4""",0.125,0.25,0.5,105,156,143,0.086,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,"3/8""",0.125,0.25,0.8,105,94,145,0.095,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,"1/2""",0.125,0.25,0.8,105,61,147,0.101,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,"5/8""",0.125,0.25,1,105,43,149,0.105,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,"3/4""",0.125,0.25,1,105,33,152,0.108,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,"7/8""",0.125,0.25,1.3,105,26,155,0.111,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,"1""",0.125,0,0,105,20,158,0.117,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,1-1/8”,0.125,0,0,105,16,161,0.126,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,1-1/4”,0.125,0,0,105,13,164,0.139,0,High Quality
Powermax 105 SYNC,Mild Steel,Standard,,1-1/2”,0.125,0,0,105,9,170,0.183,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,30,149.6062992,98,0.039370079,1,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,30,149.6062992,97,0.039370079,1,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,35,149.6062992,95,0.039370079,1,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,35,149.6062992,95,0.035433071,1,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,40,149.6062992,94,0.039370079,1,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,40,93.30708661,93,0.043307087,1,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.031496063,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.031496063,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.023622047,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,40,350,90,0.023622047,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,45,257.8740157,88,0.019685039,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,45,207.0866142,88,0.019685039,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,30,150,98,0.042,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,30,150,97,0.039,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,35,150,95,0.04,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,35,150,95,0.038,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,35,150,94,0.035,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,40,150,94,0.038,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,40,90,93,0.042,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,High Quality
Powermax 65 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,40,350,90,0.033,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,40,350,90,0.032,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,40,350,90,0.026,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,40,350,90,0.024,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,45,350,89,0.02,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,45,250,88,0.021,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,45,220,88,0.021,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,Production
Powermax 65 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,30,149.6062992,98,0.039370079,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,30,149.6062992,97,0.039370079,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,35,149.6062992,95,0.039370079,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,35,149.6062992,95,0.035433071,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,40,149.6062992,94,0.039370079,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,40,93.30708661,93,0.043307087,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,,0.5 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.031496063,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,0.6 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.031496063,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,0.8 mm,0.137795276,0.137795276,0,40,350.3937008,90,0.023622047,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,1 mm,0.137795276,0.137795276,0,40,350,90,0.023622047,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,1.5 mm,0.137795276,0.137795276,0.2,45,257.8740157,88,0.019685039,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,2 mm,0.137795276,0.137795276,0.3,45,207.0866142,88,0.019685039,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,3 mm,0.137795276,0.137795276,0.4,45,108.2677165,90,0.031496063,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,,4 mm,0.137795276,0.137795276,0.6,45,88.58267717,88,0.031496063,1,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,30,150,98,0.042,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,30,150,97,0.039,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0239,22GA,0.14,0.14,0,35,150,95,0.04,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0359,20GA,0.14,0.14,0,35,150,95,0.038,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0478,18GA,0.14,0.14,0.1,35,150,94,0.035,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0598,16GA,0.14,0.14,0.2,40,150,94,0.038,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0747,14GA,0.14,0.14,0.3,40,90,93,0.042,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.1046,12GA,0.14,0.14,0.4,45,115,91,0.032,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.1345,10GA,0.14,0.14,0.5,45,100,89,0.031,0,High Quality
Powermax 85 SYNC,Mild Steel,FineCut,0.0179,26GA,0.14,0.14,0,40,350,90,0.033,0,Production
Powermax 85 SYNC,Mild Steel,FineCut,0.0239,24GA,0.14,0.14,0,40,350,90,0.032,0,Production
